iter	RMSE
628	3494.964911
629	3494.940387
630	3494.628046
631	3493.952496
632	3493.566072
633	3493.254196
634	3492.167571
635	3489.692737
636	3487.561777
637	3487.301522
638	3487.281123
639	3487.275033
640	3485.886263
641	3484.703454
642	3484.684286
643	3484.638465
644	3484.58712
645	3484.02681
646	3482.065308
647	3481.907695
648	3480.563055
649	3480.468199
650	3479.757492
651	3479.536441
652	3478.999283
653	3478.312746
654	3476.53213
655	3476.255599
656	3475.544252
657	3474.750849
658	3474.306187
659	3474.187276
660	3473.393717
661	3473.258079
662	3472.879598
663	3472.614418
664	3470.454
665	3468.913215
666	3468.416372
667	3468.38521
668	3468.259836
669	3467.274864
670	3466.259061
671	3465.615489
672	3465.248178
673	3462.907761
674	3462.282085
675	3461.912809
676	3455.015845
677	3454.632948
678	3454.323825
679	3454.31557
680	3453.716382
681	3452.538573
682	3450.657106
683	3450.403248
684	3448.891836
685	3448.474348
686	3448.172555
687	3448.121393
688	3446.209898
689	3445.8707
690	3445.692368
691	3441.775526
692	3441.64871
693	3441.465335
694	3441.294001
695	3440.802111
696	3440.756587
697	3440.29288
698	3439.80239
699	3439.797797
700	3439.579431
701	3439.352339
702	3438.159127
703	3437.357907
704	3436.632431
705	3436.538269
706	3436.093816
707	3421.953173
708	3420.696997
709	3420.649405
710	3420.499034
711	3420.425365
712	3420.104182
713	3419.682645
714	3419.619979
715	3419.273181
716	3419.178103
717	3418.899473
718	3418.757267
719	3417.424727
720	3417.145891
721	3415.118588
722	3415.064169
723	3413.822627
724	3412.540383
725	3412.081738
726	3411.692317
727	3411.321013
728	3410.947651
729	3410.926322
730	3410.841037
731	3410.620417
732	3408.852432
733	3408.505364
734	3408.308834
735	3407.969353
736	3407.436961
737	3406.792051
738	3406.284517
739	3405.503659
740	3404.799722
741	3404.763886
742	3404.125207
743	3403.573008
744	3402.972423
745	3402.958974
746	3402.689587
747	3402.676203
748	3401.124569
749	3399.931187
750	3399.256813
751	3399.234264
752	3398.471913
753	3398.425441
754	3398.372596
755	3396.552068
756	3396.410227
757	3396.117305
758	3394.878199
759	3393.862359
760	3393.857276
761	3393.621757
762	3393.463906
763	3393.381484
764	3391.285447
765	3390.678435
766	3390.382721
767	3390.190299
768	3389.986919
769	3384.092723
770	3383.843671
771	3383.653596
772	3382.860638
773	3381.575941
774	3381.291446
775	3381.199142
776	3381.153449
777	3381.144829
778	3380.967532
779	3380.779542
780	3380.445391
781	3378.687373
782	3377.371405
783	3376.852861
784	3376.655418
785	3376.361836
786	3375.19949
787	3374.45018
788	3374.425594
789	3372.434234
790	3370.539814
791	3370.169186
792	3364.636717
793	3363.034104
794	3360.686357
795	3360.093778
796	3358.288286
797	3358.278285
798	3358.030732
799	3357.437499
800	3356.92005
801	3356.65692
802	3356.540382
803	3356.358045
804	3355.596854
805	3354.399483
806	3354.102978
807	3353.602471
808	3351.745437
809	3351.707055
810	3351.499195
811	3351.48893
812	3351.249319
813	3349.188023
814	3348.004365
815	3347.988965
816	3347.545269
817	3347.162185
818	3346.952155
819	3346.782687
820	3345.225659
821	3342.72531
822	3342.614344
823	3342.58336
824	3342.542024
825	3342.043926
826	3341.0231
827	3340.890962
828	3339.516746
829	3339.273254
830	3339.271219
831	3339.116239
832	3338.994839
833	3338.885008
834	3338.608198
835	3338.440814
836	3338.417771
837	3338.092239
838	3337.44405
839	3337.221056
840	3336.241997
841	3334.528805
842	3334.432517
843	3333.803545
844	3332.448207
845	3332.185149
846	3332.03082
847	3331.896915
848	3331.737984
849	3330.084397
850	3329.632235
851	3329.514607
852	3328.904921
853	3328.83891
854	3328.520719
855	3328.482737
856	3326.581905
857	3326.539687
858	3325.006185
859	3324.304051
860	3323.555477
861	3322.845413
862	3321.898516
863	3321.629701
864	3321.466734
865	3320.773693
866	3320.028906
867	3319.802829
868	3319.796998
869	3319.025135
870	3318.990982
871	3318.945867
872	3318.564825
873	3318.145591
874	3317.767213
875	3317.235066
876	3316.796822
877	3316.45595
878	3316.359581
879	3316.167455
880	3316.12926
881	3316.064307
882	3314.901705
883	3313.091166
884	3313.064633
885	3312.180552
886	3310.735841
887	3310.441691
888	3310.343623
889	3310.339197
890	3308.247219
891	3308.03218
892	3306.819099
893	3306.288379
894	3306.012963
895	3305.429002
896	3304.983681
897	3303.305802
898	3302.820615
899	3302.783429
900	3301.640956
901	3301.351082
902	3301.291784
903	3301.183417
904	3300.125793
905	3299.776836
906	3299.72563
907	3299.086023
908	3298.578119
909	3298.515599
910	3297.642154
911	3297.199375
912	3296.958543
913	3296.559
914	3295.793084
915	3295.302304
916	3290.612836
917	3290.588951
918	3289.703495
919	3289.621939
920	3288.841517
921	3288.839655
922	3288.496333
923	3287.893451
924	3287.777632
925	3287.233483
926	3286.754921
927	3286.461296
928	3286.44393
929	3286.41069
930	3286.325971
931	3286.014769
932	3285.823758
933	3285.607788
934	3284.386654
935	3283.937495
936	3283.749304
937	3283.594102
938	3282.806683
939	3282.71065
940	3282.379271
941	3281.785646
942	3280.347685
943	3280.130955
944	3279.527096
945	3279.279086
946	3278.980506
947	3278.890395
948	3278.740963
949	3278.652285
950	3278.368567
951	3278.351938
952	3276.614506
953	3276.285802
954	3275.616077
955	3274.705898
956	3274.654154
957	3274.492198
958	3273.942158
959	3273.251431
960	3272.555601
961	3272.526489
962	3272.349546
963	3272.016933
964	3268.43675
965	3268.292504
966	3267.526651
967	3267.278576
968	3266.98535
969	3266.83543
970	3266.477576
971	3266.383623
972	3265.921881
973	3265.679389
974	3265.458343
975	3265.090637
976	3264.298797
977	3263.503896
978	3263.394774
979	3263.134384
980	3262.61669
981	3262.173027
982	3261.863335
983	3261.63796
984	3261.312992
985	3258.811775
986	3257.244728
987	3257.047081
988	3256.889124
989	3256.483517
990	3255.193926
991	3254.38402
992	3252.736619
993	3252.558106
994	3252.33951
995	3251.360868
996	3250.665842
997	3249.841426
998	3249.377374
999	3248.774189
